name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Cédric Soares,DEF,0.03390094405040145,0.040005565620958805,0.85783125,17.1,12.175,8.25,3.75,4,0,3.0,?
Rob Holding,DEF,0.011387490667402744,0.0,0.85783125,0.0,0.0,0.0,0.0,4,0,0.5,?
Kieran Tierney,DEF,0.0,0.05437824875116348,0.85783125,17.0,13.1,0.5,3.0749999999999997,4,0,3.5,?
Gabriel Magalhães,DEF,0.010000853799283504,0.0,0.85783125,16.0,1.0,2.75,1.9749999999999999,4,0,4.0,?
Ben White,DEF,0.07854785770177841,0.0,0.85783125,20.3,0.7999999999999999,10.5,3.1750000000000003,4,0,4.0,?
Nuno Varela Tavares,DEF,0.0,0.010044875554740429,0.85783125,0.0,0.0,0.0,0.0,4,0,0.0,?
Zach Awe,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,4,0,0.0,?
Zak Swanson,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,4,0,0.0,?
Calum Chambers,DEF,0.03398982062935829,0.0,1.0633495,18.4,0.925,9.75,2.9000000000000004,7,0,5.25,?
Tyrone Mings,DEF,0.029219552874565125,0.040339456871151924,1.0633495,13.849999999999998,8.075,8.25,3.0,7,0,4.0,?
Matthew Cash,DEF,0.08608043193817139,0.16255225986242294,1.0633495,32.199999999999996,14.474999999999998,6.75,5.324999999999999,7,0,8.0,?
Ezri Konsa Ngoyo,DEF,0.0,0.012385163456201553,1.0633495,3.25,0.325,0.0,0.35,7,0,0.5,?
Ashley Young,DEF,0.0033581717871129513,0.00516706146299839,1.0633495,8.1,7.025,2.25,1.725,7,0,2.5,?
Lamare Bogarde,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
Josh Feeney,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
Kaine Hayden,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
Pontus Jansson,DEF,0.14768096804618835,0.007202681619673967,1.28275775,21.200000000000003,2.975,20.75,4.475,9,0,3.25,?
Rico Henry,DEF,0.0033107802737504244,0.011796851642429829,1.28275775,10.55,5.8,1.25,1.75,9,0,2.5,?
Mads Roerslev Rasmussen,DEF,0.0,0.020840613171458244,1.28275775,1.05,0.7000000000000001,0.0,0.175,9,0,0.25,?
Mads Bech Sørensen,DEF,0.014670130796730518,0.03333882475271821,1.28275775,0.0,0.0,0.0,0.0,9,0,0.0,?
Ethan Pinnock,DEF,0.0,0.010425596497952938,1.28275775,21.650000000000002,3.0000000000000004,1.0,2.575,9,0,2.75,?
Kristoffer Ajer,DEF,0.0,0.2068750187754631,1.28275775,12.0,7.074999999999999,2.5,2.15,9,0,4.0,?
Finley Stevens,DEF,0.0,0.028888171538710594,1.28275775,0.0,0.0,0.0,0.0,9,0,0.0,?
Mathias Jorgensen,DEF,0.03554322198033333,0.019198198802769184,1.28275775,0.0,0.0,0.0,0.0,9,0,0.0,?
Shane Duffy,DEF,0.07226020283997059,0.010552745778113604,1.8545149999999997,9.8,5.9,17.0,3.2750000000000004,2,1,0.25,?
Lewis Dunk,DEF,0.16594154736958444,0.0,1.8545149999999997,29.35,2.0999999999999996,31.0,6.25,2,1,2.5,?
Joël Veltman,DEF,0.00402062339708209,0.016260980628430843,1.8545149999999997,13.4,8.55,2.25,2.425,2,1,0.5,?
Tariq Lamptey,DEF,0.024175096303224564,0.10865643434226513,1.8545149999999997,6.3500000000000005,12.475,6.0,2.4749999999999996,2,1,0.75,?
Haydon Roberts,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,2,1,0.0,?
Marc Cucurella,DEF,0.0054988376796245575,0.15091499965637922,1.8545149999999997,15.45,20.65,5.0,4.125,2,1,0.75,?
Ed Turns,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,2,1,0.0,?
Odeluga Offiah,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,2,1,0.0,?
James Tarkowski,DEF,0.01946442760527134,0.003152820048853755,1.7350124999999998,26.5,2.825,4.5,3.375,10,1,0.5,?
Phil Bardsley,DEF,0,0,1.7350124999999998,0.0,0.0,0.0,0.0,10,1,0.0,?
Kevin Long,DEF,0,0,1.7350124999999998,0.0,0.0,0.0,0.0,10,1,0.0,?
Matthew Lowton,DEF,0.002062584040686488,0.1182301752269268,1.7350124999999998,0.0,0.0,0.0,0.0,10,1,0.0,?
Charlie Taylor,DEF,0.009963105665519834,0.0,1.7350124999999998,11.8,0.9249999999999999,0.5,1.3250000000000002,10,1,0.75,?
Bobby Thomas,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,10,1,0.0,?
Owen Dodgson,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,10,1,0.0,?
Connor Roberts,DEF,0.007071546744555235,0.01946442760527134,1.7350124999999998,13.299999999999999,6.549999999999999,5.25,2.4999999999999996,10,1,1.0,?
César Azpilicueta,DEF,0.012357521802186966,0.0853236522525549,0.67125375,0.35,3.6,2.0,0.6,4,1,0.25,?
Thiago Emiliano da Silva,DEF,0.025940749794244766,0.0,0.67125375,19.6,2.05,0.0,2.175,4,1,4.0,?
Marcos Alonso,DEF,0.03112592315301299,0.020886223763227463,0.67125375,5.55,3.525,0.0,0.9,4,1,1.0,?
Antonio Rüdiger,DEF,0.028129095444455743,0.0,0.67125375,13.049999999999999,3.7,12.0,2.875,4,1,4.25,?
Andreas Christensen,DEF,0.062250755494460464,0.011915610171854496,0.67125375,13.0,6.6000000000000005,1.25,2.1,4,1,4.0,?
Malang Sarr,DEF,0.005163038615137339,0.09049440175294876,0.67125375,3.35,7.85,0.25,1.125,4,1,3.25,?
Trevoh Chalobah,DEF,0.1066356673836708,0.018482742831110954,0.67125375,26.1,4.800000000000001,8.25,3.9,4,1,6.5,?
Robert Kenedy Nunes do Nascimento,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,4,1,0.0,?
James Tomkins,DEF,0.16794762294739485,0.0,1.1815582500000001,0.0,0.0,0.0,0.0,8,1,0.0,?
Cheikhou Kouyaté,DEF,0.022251665592193604,0.02646879479289055,1.1815582500000001,11.25,3.275,1.75,1.625,8,1,3.25,?
Martin Kelly,DEF,0,0,1.1815582500000001,0.0,0.0,0.0,0.0,8,1,0.0,?
Jarosław Jach,DEF,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,8,1,0.0,?
Tyrick Mitchell,DEF,0.021182472351938486,0.09521814342588186,1.1815582500000001,24.549999999999997,9.85,6.25,4.050000000000001,8,1,5.0,?
Joel Ward,DEF,0.0,0.004870956763625145,1.1815582500000001,0.0,0.0,0.0,0.0,8,1,0.0,?
