name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Bernd Leno,GK,0.0,0.0,0.8988015,0.0,0.0,0.0,0.0,10,1,0.0,?
Aaron Ramsdale,GK,0.0,0.0,0.8988015,16.9,0.0,0.0,1.675,10,1,3.25,?
Arthur Okonkwo,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,10,1,0.0,?
Emiliano Martínez,GK,0.0,0.0,0.9338212499999999,11.149999999999999,0.0,0.0,1.1,8,1,4.5,?
Viljami Sinisalo,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,8,1,0.0,?
Robin Olsen,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,8,1,0.0,?
David Raya Martin,GK,0.0,0.0,1.3437127500000001,37.2,0.0,0.0,3.7,5,0,4.0,?
Álvaro Fernández,GK,0.0,0.0,1.3437127500000001,0.0,0.0,0.0,0.0,5,0,0.0,?
Matthew Cox,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,5,0,0.0,?
Jonas Lössl,GK,0.0,0.0,1.3437127500000001,0.0,0.0,0.0,0.0,5,0,0.0,?
Jason Steele,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,1,0.0,?
Robert Sánchez,GK,0.0,0.0,1.5468319999999998,22.75,0.0,0.0,2.275,7,1,1.25,?
Thomas McGill,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,1,0.0,?
Nick Pope,GK,0.0,0.0,1.7350124999999998,17.3,0.0,0.0,1.7249999999999999,10,1,1.5,?
Will Norris,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,10,1,0.0,?
Wayne Hennessey,GK,0.0,0.07637932151556015,1.7350124999999998,0.0,0.0,0.0,0.0,10,1,0.0,?
Sam Waller,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,10,1,0.0,?
Kepa Arrizabalaga,GK,0.0,0.0,0.67125375,0.0,0.0,0.0,0.0,4,1,0.0,?
Edouard Mendy,GK,0.0,0.0,0.67125375,8.5,0.0,0.0,0.825,4,1,4.75,?
Marcus Bettinelli,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,4,1,0.0,?
Vicente Guaita,GK,0.0,0.0,1.1815582500000001,15.85,0.0,0.0,1.6,8,1,4.25,?
Jack Butland,GK,0.0,0.0,1.1815582500000001,3.35,0.0,0.0,0.35,8,1,1.0,?
Remi Matthews,GK,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,8,1,0.0,?
Jordan Pickford,GK,0.0,0.005482958629727364,2.15441375,19.900000000000002,0.0,0.0,1.975,2,1,1.75,?
Asmir Begović,GK,0.0,0.0,2.15441375,0.0,0.0,0.0,0.0,2,1,0.0,?
